customer_id,age,gender,country,subscription_type,monthly_charges,tenure_months,num_profiles,device,payment_method,autopay_enabled,watch_hours_per_week,favorite_genre,avg_rating_given,support_tickets_raised,last_login_days_ago,promo_used,churn
CUST101127,23,Female,UK,Basic,207,27,5,Mobile,UPI,No,9.1,Romance,4.0,0,40,No,No
CUST101128,63,Female,Germany,Standard,504,42,5,Tablet,Credit Card,No,13.6,Anime,2.0,0,78,No,Yes
CUST101129,59,Male,Canada,Standard,492,2,5,Laptop,Credit Card,Yes,0.1,Comedy,1.7,1,30,Yes,No
CUST101130,69,Female,UK,Basic,207,6,3,Mobile,Credit Card,Yes,6.6,Documentary,1.0,0,31,No,No
CUST101131,35,Female,UK,Basic,203,46,5,Laptop,Debit Card,No,5.1,Anime,3.0,0,44,Yes,No
CUST101132,67,Male,India,Standard,489,2,1,Smart TV,UPI,No,2.4,Action,4.7,0,12,Yes,No
CUST101133,28,Male,Australia,Basic,204,42,1,Mobile,Credit Card,Yes,1.4,Action,2.1,1,24,No,No
CUST101134,43,Female,Canada,Basic,203,17,4,Gaming Console,PayPal,Yes,1.7,Drama,1.2,1,84,No,No
CUST101135,23,Female,India,Premium,654,40,4,Smart TV,UPI,Yes,10.3,Comedy,3.5,0,67,Yes,Yes
CUST101136,66,Female,Brazil,Basic,208,58,4,Laptop,Credit Card,Yes,6.1,Horror,1.2,0,14,No,No
CUST101137,28,Male,France,Standard,489,48,4,Smart TV,Credit Card,No,31.8,Romance,3.0,1,63,No,No
CUST101138,20,Male,France,Premium,655,14,1,Laptop,Credit Card,Yes,2.2,Thriller,2.5,0,84,No,No
CUST101139,16,Female,USA,Basic,193,10,4,Laptop,Debit Card,Yes,25.2,Documentary,2.9,1,59,No,No
CUST101140,52,Female,India,Standard,493,45,1,Tablet,UPI,Yes,5.8,Comedy,1.7,0,7,No,No
CUST101141,16,Male,UK,Standard,495,33,5,Laptop,Net Banking,Yes,1.3,Drama,1.4,0,73,No,No
CUST101142,68,Female,India,Premium,651,42,5,Mobile,Net Banking,No,1.3,Drama,4.0,0,84,No,No
CUST101143,37,Female,France,Premium,650,54,3,Smart TV,PayPal,Yes,7.5,Action,2.0,0,16,No,No
CUST101144,15,Female,India,Premium,642,12,4,Laptop,Debit Card,Yes,14.2,Romance,4.2,2,4,No,No
CUST101145,44,Female,USA,Premium,642,32,5,Mobile,Debit Card,No,11.0,Anime,4.0,1,12,No,No
CUST101146,15,Female,USA,Basic,194,49,5,Laptop,Net Banking,No,8.5,Romance,1.8,0,20,No,No
CUST101147,39,Male,USA,Basic,203,24,2,Smart TV,UPI,Yes,1.5,Drama,4.6,2,43,No,No
CUST101148,41,Female,Australia,Standard,507,14,2,Tablet,Debit Card,Yes,0.9,Anime,1.6,2,75,No,Yes
CUST101149,44,Male,UK,Basic,194,5,1,Mobile,Debit Card,Yes,0.0,Drama,4.2,1,88,No,No
CUST101150,62,Female,India,Standard,500,51,3,Tablet,Debit Card,No,0.9,Thriller,2.7,0,52,Yes,No
CUST101151,73,Male,USA,Standard,502,5,2,Laptop,UPI,Yes,11.6,Documentary,1.7,1,27,No,No
CUST101152,70,Female,UK,Basic,206,47,3,Smart TV,Net Banking,Yes,18.0,Horror,4.8,0,65,No,No
CUST101153,63,Male,India,Premium,650,32,5,Mobile,Credit Card,Yes,2.2,Thriller,4.9,0,20,No,No
CUST101154,31,Male,Germany,Basic,203,45,1,Tablet,Credit Card,No,12.7,Anime,3.0,1,85,Yes,No
CUST101155,33,Male,Canada,Standard,507,49,3,Laptop,Debit Card,No,1.8,Action,2.9,0,56,No,Yes
CUST101156,17,Male,Brazil,Standard,496,33,2,Mobile,Credit Card,No,2.3,Comedy,4.6,0,54,Yes,Yes
CUST101157,30,Female,France,Standard,497,60,5,Gaming Console,UPI,Yes,2.0,Romance,3.4,1,1,No,No
CUST101158,40,Female,France,Standard,493,46,4,Smart TV,UPI,Yes,0.4,Action,2.1,2,64,Yes,No
CUST101159,54,Female,France,Basic,193,4,5,Mobile,Debit Card,No,1.7,Romance,2.7,1,76,No,No
CUST101160,73,Male,USA,Standard,494,57,2,Laptop,UPI,Yes,3.7,Drama,4.3,0,2,No,No
CUST101161,34,Male,India,Premium,641,30,2,Smart TV,Debit Card,Yes,4.2,Documentary,4.4,2,58,No,No
CUST101162,33,Male,USA,Premium,643,41,4,Mobile,UPI,Yes,3.0,Drama,4.8,1,83,Yes,No
CUST101163,18,Male,Mexico,Standard,489,17,5,Laptop,UPI,No,5.8,Documentary,2.2,0,62,No,No
CUST101164,13,Female,Japan,Standard,499,3,3,Mobile,Debit Card,No,3.8,Documentary,3.7,1,4,No,No
CUST101165,17,Male,Mexico,Standard,508,13,3,Smart TV,UPI,Yes,28.2,Horror,1.3,1,65,No,No
CUST101166,53,Male,India,Premium,639,44,5,Mobile,Debit Card,Yes,13.2,Documentary,3.9,1,89,Yes,No
CUST101167,24,Male,France,Basic,195,48,3,Mobile,Debit Card,Yes,21.4,Comedy,3.3,1,17,No,No
CUST101168,38,Male,UK,Standard,503,36,5,Mobile,Debit Card,No,6.5,Action,2.0,0,8,No,No
CUST101169,58,Female,India,Premium,655,18,5,Laptop,Debit Card,Yes,9.1,Anime,3.6,2,21,No,No
CUST101170,46,Female,UK,Standard,496,23,2,Smart TV,PayPal,No,1.5,Romance,1.5,1,27,Yes,No
CUST101171,61,Male,India,Basic,190,35,1,Laptop,Credit Card,Yes,11.2,Romance,2.3,0,59,No,No
CUST101172,26,Male,Canada,Standard,501,49,2,Laptop,UPI,Yes,2.2,Comedy,2.6,0,11,No,No
CUST101173,38,Male,USA,Basic,200,33,3,Laptop,Net Banking,Yes,1.3,Anime,4.1,1,36,No,No
CUST101174,57,Male,UK,Standard,493,51,1,Mobile,Debit Card,Yes,0.3,Comedy,2.2,1,81,No,No
CUST101175,39,Male,Germany,Standard,501,54,5,Mobile,Credit Card,Yes,5.1,Comedy,1.2,0,41,Yes,No
CUST101176,21,Female,Mexico,Premium,644,36,3,Mobile,Credit Card,Yes,2.7,Thriller,1.7,1,53,Yes,Yes
CUST101177,38,Female,Germany,Standard,503,17,4,Laptop,Credit Card,Yes,34.6,Thriller,3.4,1,41,No,No
CUST101178,69,Female,UK,Basic,199,39,3,Mobile,Credit Card,No,2.3,Thriller,1.1,0,66,No,Yes
CUST101179,59,Male,Australia,Basic,192,34,1,Smart TV,PayPal,No,16.1,Anime,4.2,0,55,No,No
CUST101180,69,Male,France,Premium,639,12,1,Mobile,Debit Card,Yes,3.0,Comedy,4.6,0,45,No,No
CUST101181,34,Female,India,Basic,203,5,5,Laptop,UPI,Yes,11.1,Drama,3.0,1,4,No,No
CUST101182,59,Female,Canada,Standard,500,48,4,Smart TV,Credit Card,No,8.6,Anime,3.8,1,55,Yes,No
CUST101183,68,Female,USA,Basic,197,40,5,Gaming Console,Debit Card,Yes,6.6,Thriller,2.9,1,22,Yes,No
CUST101184,42,Male,India,Premium,649,55,4,Smart TV,Credit Card,No,4.3,Thriller,2.2,2,61,No,No
CUST101185,55,Female,Germany,Standard,493,27,4,Mobile,Debit Card,Yes,8.9,Anime,1.7,1,12,Yes,No
CUST101186,60,Male,Mexico,Standard,495,60,5,Mobile,Credit Card,No,4.2,Anime,3.1,0,58,Yes,No
CUST101187,73,Female,India,Standard,496,40,3,Smart TV,UPI,Yes,6.4,Comedy,4.7,0,87,No,No
CUST101188,29,Female,Australia,Premium,639,13,2,Tablet,UPI,No,7.1,Action,4.6,2,27,Yes,No
CUST101189,38,Female,Mexico,Standard,489,26,4,Mobile,Credit Card,Yes,2.5,Drama,4.7,0,80,No,No
CUST101190,48,Male,France,Standard,491,14,1,Smart TV,PayPal,Yes,3.3,Documentary,4.9,0,5,Yes,No
CUST101191,13,Female,USA,Premium,646,32,5,Laptop,Debit Card,No,0.1,Anime,1.7,2,60,No,Yes
CUST101192,20,Male,France,Premium,649,11,3,Laptop,Debit Card,No,15.3,Documentary,1.6,1,60,Yes,Yes
CUST101193,61,Male,USA,Basic,189,38,4,Gaming Console,PayPal,No,11.3,Romance,2.7,1,44,No,No
CUST101194,47,Male,Canada,Premium,652,16,3,Mobile,Net Banking,Yes,1.6,Anime,3.8,2,11,No,No
CUST101195,73,Female,India,Basic,189,55,5,Smart TV,PayPal,Yes,3.6,Drama,2.8,0,34,Yes,Yes
CUST101196,64,Male,India,Standard,494,57,1,Smart TV,Credit Card,Yes,4.4,Horror,4.6,1,61,Yes,No
CUST101197,27,Male,Brazil,Premium,644,22,4,Laptop,Net Banking,Yes,3.3,Comedy,3.9,0,4,No,No
CUST101198,59,Female,UK,Basic,191,57,4,Mobile,UPI,Yes,12.8,Anime,3.5,0,65,No,No
CUST101199,68,Male,USA,Basic,198,47,3,Gaming Console,UPI,Yes,10.3,Action,1.3,1,74,No,No
CUST101200,34,Female,India,Basic,200,16,5,Laptop,Net Banking,Yes,11.7,Action,1.7,0,67,No,Yes
CUST101201,26,Male,Germany,Standard,498,13,2,Tablet,PayPal,Yes,18.8,Horror,2.7,0,85,No,No
CUST101202,38,Male,India,Standard,490,12,4,Gaming Console,UPI,Yes,7.2,Documentary,4.9,0,64,No,No
CUST101203,40,Female,Australia,Standard,501,18,1,Mobile,PayPal,Yes,7.6,Action,2.3,1,79,No,No
CUST101204,35,Male,India,Premium,654,29,4,Smart TV,Debit Card,Yes,10.2,Documentary,3.5,1,65,Yes,No
CUST101205,26,Male,India,Standard,501,18,4,Smart TV,UPI,Yes,9.1,Romance,5.0,1,40,No,No
CUST101206,36,Female,USA,Basic,192,46,2,Smart TV,Credit Card,Yes,16.3,Thriller,2.1,0,26,No,No
CUST101207,14,Female,UK,Premium,642,2,2,Mobile,Net Banking,Yes,11.8,Horror,1.7,2,75,No,No
CUST101208,57,Female,USA,Basic,199,54,5,Smart TV,UPI,Yes,1.0,Romance,3.2,0,4,No,Yes
CUST101209,38,Male,USA,Basic,202,2,4,Smart TV,PayPal,Yes,21.1,Comedy,3.2,2,4,No,No
CUST101210,26,Male,Japan,Basic,191,3,4,Smart TV,Debit Card,Yes,9.2,Action,4.7,2,85,No,Yes
CUST101211,71,Female,Germany,Standard,507,29,3,Smart TV,PayPal,Yes,1.1,Comedy,1.1,0,12,Yes,No
CUST101212,68,Female,India,Basic,189,56,3,Mobile,Debit Card,Yes,11.8,Thriller,2.6,0,79,No,Yes
CUST101213,63,Female,UK,Basic,193,8,1,Smart TV,UPI,No,3.6,Drama,2.2,1,89,No,No
CUST101214,19,Female,Mexico,Basic,205,11,1,Mobile,PayPal,No,13.1,Drama,3.3,0,8,No,No
CUST101215,15,Female,USA,Basic,189,12,3,Smart TV,Credit Card,Yes,24.9,Drama,1.0,1,47,No,Yes
CUST101216,59,Female,India,Standard,507,32,1,Laptop,Debit Card,Yes,2.4,Documentary,3.8,0,31,No,No
CUST101217,35,Male,Brazil,Premium,657,4,4,Smart TV,UPI,Yes,15.6,Documentary,2.9,0,82,No,No
CUST101218,58,Female,Germany,Premium,642,9,2,Tablet,Debit Card,Yes,11.9,Drama,3.8,0,35,No,No
CUST101219,55,Male,Canada,Basic,207,24,4,Mobile,Debit Card,Yes,8.9,Thriller,2.8,0,14,No,No
CUST101220,59,Male,India,Basic,194,49,3,Mobile,Debit Card,Yes,3.9,Romance,2.9,2,8,No,No
CUST101221,72,Female,India,Premium,653,56,5,Mobile,Credit Card,Yes,0.9,Horror,4.6,1,15,No,No
CUST101222,57,Female,Germany,Basic,192,16,5,Mobile,PayPal,Yes,5.3,Anime,1.8,0,5,No,No
CUST101223,30,Male,India,Premium,639,17,3,Smart TV,Net Banking,No,0.9,Documentary,1.9,0,71,No,Yes
CUST101224,70,Male,UK,Basic,205,47,4,Laptop,PayPal,Yes,5.5,Romance,3.2,2,32,No,No
CUST101225,50,Male,Canada,Premium,649,52,1,Tablet,Credit Card,Yes,13.7,Romance,3.6,0,41,No,No
CUST101226,47,Female,USA,Basic,205,58,1,Gaming Console,PayPal,Yes,48.4,Drama,2.4,1,58,No,Yes
CUST101227,63,Female,France,Standard,489,22,5,Laptop,UPI,Yes,1.8,Comedy,3.1,0,35,No,No
CUST101228,27,Male,Mexico,Standard,497,7,3,Mobile,PayPal,Yes,1.9,Drama,1.9,0,33,No,No
CUST101229,37,Male,Brazil,Standard,502,10,3,Mobile,Debit Card,Yes,13.3,Anime,1.5,0,1,No,No
CUST101230,67,Female,India,Basic,203,29,2,Laptop,Credit Card,Yes,5.1,Drama,2.0,1,12,Yes,No
CUST101231,49,Male,India,Standard,489,36,5,Laptop,UPI,Yes,19.8,Anime,4.7,2,42,No,Yes
CUST101232,40,Female,UK,Standard,490,24,3,Mobile,Debit Card,No,11.7,Comedy,4.2,0,73,No,No
CUST101233,22,Other,India,Basic,206,56,2,Tablet,Net Banking,No,10.7,Horror,1.6,2,56,No,No
CUST101234,51,Male,Japan,Basic,206,46,1,Smart TV,PayPal,Yes,0.9,Romance,1.2,1,6,No,No
CUST101235,69,Female,India,Standard,494,14,5,Mobile,Debit Card,No,0.3,Horror,1.4,1,58,Yes,No
CUST101236,29,Male,UK,Basic,208,14,5,Gaming Console,PayPal,No,3.0,Documentary,2.2,0,58,No,No
CUST101237,51,Male,USA,Standard,496,25,3,Tablet,UPI,Yes,2.0,Romance,4.2,0,50,Yes,No
CUST101238,34,Female,Germany,Basic,189,46,3,Laptop,Credit Card,Yes,10.0,Comedy,2.3,0,2,No,No
CUST101239,38,Male,India,Standard,503,22,4,Smart TV,Debit Card,Yes,4.8,Anime,1.7,0,26,No,No
CUST101240,74,Other,UK,Basic,198,52,1,Smart TV,Credit Card,Yes,5.9,Documentary,2.6,2,77,No,Yes
CUST101241,56,Female,USA,Standard,492,50,1,Smart TV,Credit Card,Yes,13.4,Thriller,1.5,1,53,No,No
CUST101242,37,Male,Mexico,Basic,198,47,2,Laptop,Credit Card,Yes,5.2,Documentary,2.9,3,63,No,No
CUST101243,29,Male,India,Basic,199,23,2,Mobile,Credit Card,Yes,6.3,Anime,3.7,0,33,Yes,No
CUST101244,25,Male,France,Basic,193,32,4,Mobile,Credit Card,No,14.8,Anime,2.5,0,22,No,No
CUST101245,32,Male,Mexico,Premium,647,26,1,Mobile,PayPal,No,4.5,Action,1.7,0,47,No,No
CUST101246,37,Male,USA,Basic,193,51,2,Mobile,Credit Card,Yes,0.7,Documentary,2.8,1,54,Yes,No
CUST101247,16,Male,Australia,Standard,499,27,1,Mobile,Debit Card,Yes,5.9,Action,4.0,0,16,No,No
CUST101248,22,Male,India,Basic,191,45,1,Tablet,Debit Card,No,6.9,Documentary,1.3,1,78,Yes,Yes
CUST101249,15,Female,Japan,Basic,192,12,2,Smart TV,Credit Card,Yes,5.7,Anime,1.3,0,61,No,No
CUST101250,53,Female,Canada,Standard,498,19,3,Laptop,Net Banking,Yes,2.4,Comedy,2.3,1,60,No,No
CUST101251,57,Female,USA,Standard,495,19,3,Mobile,UPI,No,2.0,Horror,2.7,0,60,No,Yes
CUST101252,30,Male,USA,Premium,639,52,2,Laptop,PayPal,Yes,3.7,Documentary,1.9,1,43,No,No
CUST101253,59,Male,India,Premium,644,34,4,Tablet,UPI,No,1.5,Horror,1.1,2,70,Yes,Yes
CUST101254,48,Female,Japan,Premium,646,32,5,Smart TV,PayPal,Yes,8.8,Drama,1.9,0,2,No,No
CUST101255,59,Female,India,Standard,505,29,1,Smart TV,Net Banking,Yes,7.6,Documentary,2.7,0,72,No,No
CUST101256,34,Male,Germany,Standard,495,21,5,Smart TV,Debit Card,Yes,8.0,Comedy,1.3,1,66,No,No
CUST101257,46,Female,UK,Standard,489,35,2,Smart TV,UPI,Yes,2.0,Comedy,3.9,1,7,No,No
CUST101258,59,Female,France,Premium,647,42,1,Laptop,UPI,Yes,2.3,Documentary,3.2,1,25,Yes,No
CUST101259,20,Female,USA,Standard,499,5,5,Smart TV,Net Banking,Yes,12.4,Anime,2.7,1,14,Yes,No
CUST101260,52,Male,Canada,Standard,507,12,3,Smart TV,Credit Card,Yes,9.4,Documentary,3.1,2,4,Yes,No
CUST101261,61,Female,UK,Basic,190,7,4,Laptop,UPI,No,16.6,Documentary,3.6,0,12,Yes,No
CUST101262,56,Female,Brazil,Basic,199,41,5,Mobile,Credit Card,No,4.1,Romance,5.0,0,78,Yes,No
CUST101263,31,Female,India,Premium,641,2,4,Mobile,Net Banking,Yes,6.3,Romance,4.1,1,11,Yes,No
CUST101264,54,Female,India,Basic,205,25,3,Mobile,UPI,No,10.7,Thriller,3.2,0,62,No,Yes
CUST101265,53,Female,India,Standard,498,10,5,Laptop,Net Banking,No,29.2,Horror,4.1,0,7,Yes,No
CUST101266,49,Female,Brazil,Basic,191,38,2,Smart TV,Net Banking,No,36.6,Anime,2.9,0,73,No,No
CUST101267,18,Male,India,Premium,641,44,1,Mobile,UPI,Yes,56.8,Horror,2.2,0,33,No,No
CUST101268,64,Female,Canada,Basic,195,6,3,Laptop,UPI,Yes,17.7,Horror,2.0,0,71,No,Yes
CUST101269,38,Female,India,Premium,640,27,4,Mobile,UPI,Yes,8.2,Horror,2.6,1,21,Yes,No
CUST101270,46,Female,Mexico,Basic,189,35,4,Laptop,UPI,Yes,0.1,Action,1.0,1,49,Yes,No
CUST101271,71,Male,France,Premium,645,10,3,Laptop,Debit Card,No,9.6,Documentary,1.7,0,11,Yes,No
CUST101272,68,Male,UK,Standard,508,9,2,Laptop,Credit Card,Yes,2.2,Documentary,1.5,0,21,No,No
CUST101273,71,Female,USA,Basic,199,20,2,Laptop,Debit Card,Yes,0.5,Action,4.8,1,57,No,No
CUST101274,57,Female,USA,Standard,494,37,4,Laptop,Net Banking,Yes,9.6,Drama,1.3,1,81,No,Yes
CUST101275,18,Female,India,Basic,192,35,3,Laptop,Debit Card,Yes,11.3,Thriller,3.0,0,18,No,No
CUST101276,49,Female,USA,Basic,207,37,3,Laptop,PayPal,Yes,8.6,Thriller,4.7,0,4,No,No
CUST101277,69,Female,Germany,Premium,657,40,1,Mobile,Credit Card,Yes,3.6,Horror,3.4,1,15,Yes,No
CUST101278,45,Female,Canada,Standard,502,8,4,Smart TV,UPI,Yes,5.7,Horror,3.0,2,40,No,No
CUST101279,65,Female,France,Standard,491,46,2,Smart TV,Credit Card,Yes,21.9,Drama,4.0,1,73,No,Yes
CUST101280,34,Female,USA,Basic,192,56,5,Smart TV,UPI,No,10.5,Action,2.4,0,18,No,No
CUST101281,33,Female,Brazil,Standard,496,54,2,Mobile,Credit Card,No,5.6,Anime,1.8,0,64,Yes,No
CUST101282,18,Male,UK,Premium,656,31,2,Mobile,UPI,Yes,7.2,Action,4.4,0,21,No,No
CUST101283,18,Male,UK,Standard,492,49,5,Gaming Console,UPI,Yes,21.0,Comedy,1.2,0,16,No,No
CUST101284,67,Female,USA,Premium,649,43,4,Gaming Console,PayPal,Yes,4.0,Action,4.2,0,34,No,No
CUST101285,60,Male,UK,Premium,654,58,1,Laptop,UPI,No,0.9,Romance,1.4,0,38,No,No
CUST101286,16,Male,UK,Basic,191,16,2,Gaming Console,Net Banking,No,3.2,Anime,3.5,1,72,No,Yes
CUST101287,42,Male,Brazil,Basic,195,28,2,Gaming Console,PayPal,Yes,4.3,Thriller,2.9,0,54,No,No
CUST101288,23,Male,France,Premium,640,6,4,Tablet,Credit Card,No,2.6,Anime,5.0,1,4,No,No
CUST101289,74,Male,USA,Standard,489,32,4,Smart TV,Debit Card,No,6.0,Romance,2.6,2,72,No,No
CUST101290,74,Male,India,Basic,189,28,3,Mobile,Credit Card,Yes,2.9,Horror,4.8,1,10,Yes,No
CUST101291,42,Female,UK,Basic,194,11,4,Mobile,Debit Card,Yes,0.9,Comedy,2.6,0,77,No,Yes
CUST101292,43,Female,Canada,Standard,507,42,4,Smart TV,UPI,Yes,1.7,Documentary,3.7,0,39,Yes,Yes
CUST101293,36,Male,India,Premium,645,23,2,Laptop,Net Banking,Yes,20.0,Documentary,3.6,0,87,No,Yes
CUST101294,67,Male,Brazil,Basic,193,30,1,Smart TV,UPI,Yes,7.9,Documentary,1.3,2,83,No,Yes
CUST101295,21,Female,Japan,Basic,206,9,2,Mobile,PayPal,Yes,3.0,Horror,4.0,0,3,No,No
CUST101296,67,Male,France,Premium,651,28,4,Smart TV,Debit Card,No,3.7,Horror,1.8,0,79,Yes,No
CUST101297,15,Female,India,Premium,639,24,3,Mobile,Credit Card,No,5.4,Comedy,2.6,1,88,Yes,No
CUST101298,63,Female,Mexico,Standard,498,59,1,Mobile,PayPal,Yes,8.9,Thriller,4.1,0,57,Yes,Yes
CUST101299,43,Female,Brazil,Premium,647,28,3,Laptop,Credit Card,Yes,7.0,Action,4.8,3,64,No,Yes
CUST101300,52,Male,UK,Standard,505,24,5,Smart TV,Net Banking,No,21.6,Comedy,3.2,0,87,Yes,No
CUST101301,49,Female,Canada,Premium,639,15,3,Mobile,Credit Card,No,7.9,Anime,3.1,0,63,No,No
CUST101302,48,Male,Mexico,Standard,489,39,3,Laptop,Net Banking,Yes,19.3,Thriller,3.0,1,66,No,Yes
CUST101303,36,Female,UK,Basic,195,50,4,Laptop,PayPal,Yes,0.0,Anime,4.3,0,33,No,Yes
CUST101304,43,Female,USA,Standard,492,33,4,Smart TV,UPI,No,17.7,Horror,5.0,2,88,Yes,Yes
CUST101305,18,Male,UK,Standard,500,47,4,Smart TV,Net Banking,Yes,10.2,Horror,3.5,2,57,No,No
CUST101306,14,Male,Canada,Premium,654,34,4,Smart TV,Debit Card,Yes,1.5,Action,2.5,1,66,No,No
CUST101307,32,Male,India,Basic,202,22,4,Laptop,Credit Card,No,2.4,Drama,1.9,0,6,No,No
CUST101308,40,Female,France,Premium,648,29,3,Mobile,Credit Card,No,6.3,Thriller,1.8,0,34,No,No
CUST101309,23,Male,Germany,Premium,652,34,5,Smart TV,Debit Card,Yes,1.1,Romance,4.4,0,28,No,No
CUST101310,16,Female,Germany,Basic,195,42,4,Smart TV,Debit Card,No,12.3,Romance,5.0,2,24,No,No
CUST101311,27,Male,India,Premium,642,52,5,Laptop,Net Banking,Yes,12.5,Drama,3.8,0,27,No,No
CUST101312,18,Female,Germany,Standard,490,47,5,Mobile,Credit Card,Yes,2.9,Anime,4.8,0,87,No,No
CUST101313,66,Female,India,Premium,656,10,2,Mobile,Net Banking,Yes,0.6,Documentary,2.4,0,68,No,No
CUST101314,61,Female,India,Standard,504,51,2,Mobile,Net Banking,No,36.0,Anime,3.5,0,26,No,No
CUST101315,42,Female,Canada,Standard,497,54,1,Smart TV,PayPal,Yes,2.3,Documentary,3.0,1,73,Yes,No
CUST101316,68,Male,USA,Standard,493,60,2,Smart TV,Net Banking,Yes,0.6,Thriller,2.9,0,75,No,No
CUST101317,50,Male,Canada,Basic,197,60,4,Mobile,PayPal,Yes,3.2,Romance,3.5,2,81,Yes,No
CUST101318,63,Female,India,Basic,196,45,5,Smart TV,UPI,Yes,27.8,Drama,2.2,1,7,No,No
CUST101319,74,Male,UK,Standard,508,30,1,Tablet,UPI,Yes,12.6,Comedy,3.6,1,37,No,No
CUST101320,69,Male,India,Premium,654,56,2,Mobile,UPI,No,5.2,Action,3.7,0,8,Yes,No
CUST101321,14,Male,Japan,Standard,508,11,3,Laptop,Credit Card,Yes,2.9,Documentary,4.3,1,42,Yes,No
CUST101322,27,Male,Canada,Standard,506,54,1,Smart TV,Credit Card,Yes,4.4,Documentary,3.9,1,24,Yes,No
CUST101323,23,Male,Brazil,Basic,192,34,4,Smart TV,UPI,Yes,0.1,Documentary,2.3,1,65,No,No
CUST101324,20,Female,USA,Standard,504,21,5,Smart TV,Credit Card,Yes,10.1,Documentary,2.8,0,16,No,No
CUST101325,38,Male,India,Basic,192,59,4,Laptop,Net Banking,No,0.8,Romance,1.5,1,6,No,No
CUST101326,63,Female,Japan,Premium,644,13,4,Smart TV,UPI,No,5.9,Thriller,2.0,1,21,No,No
CUST101327,57,Male,USA,Premium,641,54,3,Mobile,Debit Card,Yes,6.7,Romance,3.1,1,9,No,No
CUST101328,56,Female,UK,Standard,506,25,3,Laptop,Credit Card,No,0.0,Thriller,1.4,2,89,Yes,No
CUST101329,17,Male,Germany,Basic,203,54,5,Gaming Console,Debit Card,Yes,31.2,Drama,3.3,2,12,Yes,No
CUST101330,18,Female,India,Basic,196,58,2,Smart TV,Debit Card,No,2.9,Horror,2.6,0,41,No,No
CUST101331,38,Female,Australia,Standard,506,21,4,Smart TV,Credit Card,No,0.6,Comedy,1.1,2,27,No,No
CUST101332,66,Male,Canada,Standard,491,1,2,Smart TV,Net Banking,Yes,15.4,Drama,2.7,0,58,No,No
CUST101333,16,Female,USA,Premium,644,58,5,Laptop,Debit Card,Yes,1.3,Romance,2.1,0,10,No,No
CUST101334,31,Other,India,Basic,203,5,4,Smart TV,UPI,No,0.2,Romance,1.3,0,8,Yes,No
CUST101335,32,Female,India,Premium,650,53,2,Mobile,Credit Card,Yes,5.5,Comedy,2.2,0,79,No,No
CUST101336,45,Female,Mexico,Standard,493,22,4,Mobile,Net Banking,Yes,1.1,Thriller,2.2,0,80,No,No
CUST101337,32,Male,Brazil,Basic,195,7,3,Smart TV,UPI,Yes,32.3,Documentary,2.4,1,54,Yes,Yes
CUST101338,61,Female,USA,Standard,503,13,3,Smart TV,UPI,Yes,0.1,Drama,2.5,1,4,Yes,No
CUST101339,24,Male,India,Basic,195,45,1,Mobile,PayPal,No,0.4,Comedy,2.7,1,68,Yes,No
CUST101340,59,Male,Brazil,Standard,501,52,5,Smart TV,UPI,Yes,14.3,Action,1.4,0,37,Yes,No
CUST101341,13,Other,Canada,Premium,641,23,2,Smart TV,Credit Card,No,2.2,Comedy,1.0,1,65,No,Yes
CUST101342,38,Male,USA,Standard,501,21,4,Mobile,Debit Card,Yes,19.4,Horror,3.9,0,82,Yes,No
CUST101343,26,Female,USA,Premium,641,6,1,Laptop,Debit Card,Yes,3.0,Horror,2.3,1,63,Yes,No
CUST101344,50,Female,India,Standard,490,20,5,Smart TV,UPI,No,0.6,Drama,3.5,2,24,No,No
CUST101345,49,Female,Germany,Basic,192,12,5,Mobile,Debit Card,Yes,0.1,Anime,2.2,0,51,Yes,No
CUST101346,74,Other,Japan,Standard,505,40,5,Smart TV,PayPal,Yes,2.7,Thriller,4.9,1,37,Yes,No
CUST101347,23,Male,India,Standard,494,9,2,Laptop,Credit Card,Yes,5.1,Documentary,2.3,1,76,No,Yes
CUST101348,48,Male,Canada,Standard,499,50,3,Laptop,Credit Card,Yes,0.0,Action,3.4,2,18,No,Yes
CUST101349,25,Male,UK,Basic,194,28,1,Laptop,Net Banking,Yes,7.0,Anime,1.9,1,24,No,No
CUST101350,55,Male,UK,Standard,490,11,2,Mobile,Net Banking,Yes,3.2,Drama,3.1,0,47,No,Yes
CUST101351,15,Male,USA,Basic,205,52,4,Mobile,Net Banking,No,4.0,Thriller,3.3,0,72,Yes,Yes
CUST101352,45,Male,Australia,Basic,191,32,2,Laptop,UPI,No,2.4,Comedy,1.7,0,60,No,Yes
CUST101353,18,Female,UK,Standard,500,11,4,Smart TV,Credit Card,Yes,6.0,Thriller,1.5,0,34,No,No
CUST101354,62,Female,Canada,Basic,202,24,4,Mobile,Net Banking,Yes,2.1,Thriller,4.9,0,50,No,No
CUST101355,68,Male,USA,Premium,640,56,5,Laptop,Credit Card,Yes,1.2,Horror,4.6,0,14,No,No
CUST101356,22,Female,India,Standard,493,15,2,Mobile,Credit Card,No,17.7,Documentary,3.6,0,85,No,Yes
CUST101357,17,Male,India,Premium,648,41,3,Mobile,Credit Card,Yes,4.0,Drama,4.4,0,76,No,No
CUST101358,35,Male,Brazil,Standard,498,35,4,Laptop,UPI,Yes,0.6,Romance,1.4,0,48,Yes,No
CUST101359,22,Female,India,Standard,497,17,5,Smart TV,Credit Card,Yes,2.1,Horror,3.9,3,29,No,No
